timestamp,beacon_id,rssi,channel,x_true,y_true,noise_flag
1.3,B03,-83.54,38,3.807,2.0,none
1.3,B04,-82.02,38,3.807,2.0,none
1.3,B05,-81.42,38,3.807,2.0,none
1.3,B06,-84.66,38,3.807,2.0,none
1.4,B01,-75.11,39,3.946,2.0,multipath
1.4,B02,-75.39,39,3.946,2.0,none
1.4,B03,-80.83,39,3.946,2.0,none
1.4,B04,-84.41,39,3.946,2.0,multipath
1.4,B05,-78.46,39,3.946,2.0,none
1.4,B06,-84.82,39,3.946,2.0,none
1.5,B01,-70.59,37,4.085,2.0,none
1.5,B02,-73.07,37,4.085,2.0,none
1.5,B03,-80.07,37,4.085,2.0,none
1.5,B04,-84.76,37,4.085,2.0,multipath
1.5,B05,-76.54,37,4.085,2.0,none
1.5,B06,-86.77,37,4.085,2.0,none
1.6,B01,-70.76,38,4.224,2.0,none
1.6,B02,-74.75,38,4.224,2.0,none
1.6,B03,-86.32,38,4.224,2.0,none
1.6,B04,-79.19,38,4.224,2.0,none
1.6,B05,-80.74,38,4.224,2.0,none
1.6,B06,-86.15,38,4.224,2.0,none
1.7,B01,-72.96,39,4.363,2.0,none
1.7,B02,-77.82,39,4.363,2.0,none
1.7,B03,-83.08,39,4.363,2.0,none
1.7,B04,-81.74,39,4.363,2.0,none
1.7,B05,-82.2,39,4.363,2.0,none
1.7,B06,-83.98,39,4.363,2.0,none
1.8,B01,-79.48,37,4.502,2.0,shadow
1.8,B02,-70.29,37,4.502,2.0,none
1.8,B03,-81.1,37,4.502,2.0,none
1.8,B04,-85.38,37,4.502,2.0,shadow
1.8,B05,-81.07,37,4.502,2.0,none
1.8,B06,-91.56,37,4.502,2.0,shadow
1.9,B01,-81.81,38,4.641,2.0,shadow
1.9,B02,-74.19,38,4.641,2.0,none
1.9,B03,-84.18,38,4.641,2.0,none
1.9,B04,-92.82,38,4.641,2.0,shadow
1.9,B05,-77.43,38,4.641,2.0,none
1.9,B06,-92.67,38,4.641,2.0,shadow
2.0,B01,-78.19,39,4.78,2.0,shadow
2.0,B02,-73.85,39,4.78,2.0,none
2.0,B03,-82.65,39,4.78,2.0,none
2.0,B04,-86.0,39,4.78,2.0,shadow
2.0,B05,-82.13,39,4.78,2.0,none
2.0,B06,-93.67,39,4.78,2.0,shadow
2.1,B01,-82.91,37,4.919,2.0,shadow
2.1,B02,-73.76,37,4.919,2.0,none
2.1,B03,-79.2,37,4.919,2.0,none
2.1,B04,-88.64,37,4.919,2.0,shadow
2.1,B05,-79.24,37,4.919,2.0,none
2.1,B06,-90.59,37,4.919,2.0,shadow
2.2,B01,-79.47,38,5.058,2.0,shadow
2.2,B02,-74.08,38,5.058,2.0,none
2.2,B03,-80.19,38,5.058,2.0,none
2.2,B04,-88.53,38,5.058,2.0,shadow
2.2,B05,-81.06,38,5.058,2.0,none
2.2,B06,-96.3,38,5.058,2.0,shadow
2.3,B01,-79.9,39,5.197,2.0,shadow
2.3,B02,-71.99,39,5.197,2.0,none
2.3,B03,-82.05,39,5.197,2.0,none
2.3,B04,-87.5,39,5.197,2.0,shadow
2.3,B05,-76.88,39,5.197,2.0,none
2.3,B06,-90.58,39,5.197,2.0,shadow
2.4,B01,-83.99,37,5.336,2.0,shadow
2.4,B02,-72.09,37,5.336,2.0,none
2.4,B03,-83.1,37,5.336,2.0,none
2.4,B04,-88.1,37,5.336,2.0,shadow
2.4,B05,-80.64,37,5.336,2.0,none
2.4,B06,-91.54,37,5.336,2.0,shadow
2.5,B01,-84.26,38,5.475,2.0,shadow
2.5,B02,-74.6,38,5.475,2.0,none
2.5,B03,-83.87,38,5.475,2.0,none
2.5,B04,-91.41,38,5.475,2.0,shadow
2.5,B05,-80.44,38,5.475,2.0,none
2.5,B06,-90.54,38,5.475,2.0,shadow
2.6,B01,-83.95,39,5.614,2.0,shadow
2.6,B02,-68.63,39,5.614,2.0,none
2.6,B03,-82.65,39,5.614,2.0,none
2.6,B04,-85.3,39,5.614,2.0,shadow
2.6,B05,-81.98,39,5.614,2.0,none
2.6,B06,-93.76,39,5.614,2.0,shadow
2.7,B01,-78.9,37,5.753,2.0,shadow
2.7,B02,-71.32,37,5.753,2.0,none
2.7,B03,-82.55,37,5.753,2.0,none
2.7,B04,-89.99,37,5.753,2.0,shadow
2.7,B05,-76.76,37,5.753,2.0,none
2.7,B06,-91.84,37,5.753,2.0,shadow
2.8,B01,-83.18,38,5.892,2.0,shadow
2.8,B02,-72.61,38,5.892,2.0,none
2.8,B03,-81.48,38,5.892,2.0,none
2.8,B04,-87.58,38,5.892,2.0,shadow
2.8,B05,-79.85,38,5.892,2.0,none
2.8,B06,-87.61,38,5.892,2.0,shadow
2.9,B01,-80.26,39,6.031,2.0,shadow
2.9,B02,-71.18,39,6.031,2.0,none
2.9,B03,-84.81,39,6.031,2.0,none
2.9,B04,-85.78,39,6.031,2.0,shadow
2.9,B05,-83.06,39,6.031,2.0,none
2.9,B06,-92.69,39,6.031,2.0,shadow
3.0,B01,-77.94,37,6.17,2.0,shadow
3.0,B02,-73.27,37,6.17,2.0,none
3.0,B03,-82.02,37,6.17,2.0,none
3.0,B04,-89.82,37,6.17,2.0,shadow
3.0,B05,-81.9,37,6.17,2.0,none
3.0,B06,-89.6,37,6.17,2.0,shadow
3.1,B01,-83.88,38,6.309,2.0,shadow
3.1,B02,-71.73,38,6.309,2.0,none
3.1,B03,-82.5,38,6.309,2.0,none
3.1,B04,-91.14,38,6.309,2.0,shadow
3.1,B05,-79.94,38,6.309,2.0,none
3.1,B06,-86.85,38,6.309,2.0,shadow
3.2,B01,-84.33,39,6.448,2.0,shadow
3.2,B02,-70.42,39,6.448,2.0,none
3.2,B03,-79.68,39,6.448,2.0,none
3.2,B04,-89.01,39,6.448,2.0,shadow
3.2,B05,-77.91,39,6.448,2.0,none
3.2,B06,-95.67,39,6.448,2.0,shadow
3.3,B01,-82.9,37,6.587,2.0,shadow
3.3,B02,-71.71,37,6.587,2.0,none
3.3,B03,-83.9,37,6.587,2.0,none
3.3,B04,-89.5,37,6.587,2.0,shadow
3.3,B05,-80.77,37,6.587,2.0,none
3.3,B06,-93.43,37,6.587,2.0,shadow
3.4,B01,-79.7,38,6.726,2.0,shadow
3.4,B02,-68.53,38,6.726,2.0,none
3.4,B03,-88.36,38,6.726,2.0,multipath
3.4,B04,-87.18,38,6.726,2.0,shadow
3.4,B05,-81.1,38,6.726,2.0,none
3.4,B06,-91.18,38,6.726,2.0,shadow
3.5,B01,-84.07,39,6.865,2.0,shadow
3.5,B02,-73.47,39,6.865,2.0,none
3.5,B03,-82.77,39,6.865,2.0,none
3.5,B04,-85.45,39,6.865,2.0,shadow
3.5,B05,-76.41,39,6.865,2.0,none
3.5,B06,-89.35,39,6.865,2.0,shadow
3.6,B01,-85.34,37,7.004,2.0,shadow
3.6,B02,-70.44,37,7.004,2.0,none
3.6,B03,-81.47,37,7.004,2.0,none
3.6,B04,-87.99,37,7.004,2.0,shadow
3.6,B05,-77.46,37,7.004,2.0,none
3.6,B06,-88.65,37,7.004,2.0,shadow
3.7,B01,-81.02,38,7.143,2.0,shadow
3.7,B02,-77.8,38,7.143,2.0,multipath
3.7,B03,-79.08,38,7.143,2.0,none
3.7,B04,-89.22,38,7.143,2.0,shadow
3.7,B05,-81.6,38,7.143,2.0,none
3.7,B06,-91.13,38,7.143,2.0,shadow
3.8,B01,-81.64,39,7.282,2.0,shadow
3.8,B02,-68.7,39,7.282,2.0,none
3.8,B03,-84.43,39,7.282,2.0,none
3.8,B04,-93.38,39,7.282,2.0,shadow
3.8,B05,-79.95,39,7.282,2.0,none
3.8,B06,-90.4,39,7.282,2.0,shadow
3.9,B01,-85.52,37,7.421,2.0,shadow
3.9,B02,-71.35,37,7.421,2.0,none
3.9,B03,-83.13,37,7.421,2.0,none
3.9,B04,-87.23,37,7.421,2.0,shadow
3.9,B05,-81.2,37,7.421,2.0,none
3.9,B06,-92.22,37,7.421,2.0,shadow
4.0,B01,-90.03,38,7.56,2.0,shadow
4.0,B02,-71.13,38,7.56,2.0,none
4.0,B03,-83.16,38,7.56,2.0,none
4.0,B04,-90.0,38,7.56,2.0,shadow
4.0,B05,-76.48,38,7.56,2.0,none
4.0,B06,-89.99,38,7.56,2.0,shadow
4.1,B01,-87.41,39,7.699,2.0,shadow
4.1,B02,-68.74,39,7.699,2.0,none
4.1,B03,-81.1,39,7.699,2.0,none
4.1,B04,-88.12,39,7.699,2.0,shadow
4.1,B05,-76.64,39,7.699,2.0,none
4.1,B06,-89.51,39,7.699,2.0,shadow
4.2,B01,-83.68,37,7.838,2.0,shadow
4.2,B02,-69.87,37,7.838,2.0,none
4.2,B03,-82.9,37,7.838,2.0,none
4.2,B04,-88.54,37,7.838,2.0,shadow
4.2,B05,-79.56,37,7.838,2.0,none
4.2,B06,-91.6,37,7.838,2.0,shadow
4.3,B01,-85.63,38,7.977,2.0,shadow
4.3,B02,-68.09,38,7.977,2.0,none
4.3,B03,-80.58,38,7.977,2.0,none
4.3,B04,-89.08,38,7.977,2.0,shadow
4.3,B05,-83.32,38,7.977,2.0,none
4.3,B06,-89.42,38,7.977,2.0,shadow
4.4,B01,-84.92,39,8.116,2.0,shadow
4.4,B02,-72.83,39,8.116,2.0,multipath
4.4,B03,-80.44,39,8.116,2.0,none
4.4,B04,-87.87,39,8.116,2.0,shadow
4.4,B05,-79.43,39,8.116,2.0,none
4.4,B06,-87.06,39,8.116,2.0,shadow
4.5,B01,-83.9,37,8.255,2.0,shadow
4.5,B02,-66.91,37,8.255,2.0,none
4.5,B03,-81.83,37,8.255,2.0,none
4.5,B04,-87.41,37,8.255,2.0,shadow
4.5,B05,-78.72,37,8.255,2.0,none
4.5,B06,-89.86,37,8.255,2.0,shadow
4.6,B01,-82.93,38,8.394,2.0,shadow
4.6,B02,-70.3,38,8.394,2.0,none
4.6,B03,-80.72,38,8.394,2.0,none
4.6,B04,-86.07,38,8.394,2.0,shadow
4.6,B05,-81.7,38,8.394,2.0,none
4.6,B06,-86.79,38,8.394,2.0,shadow
4.7,B01,-86.06,39,8.533,2.0,shadow
4.7,B02,-63.7,39,8.533,2.0,none
4.7,B03,-80.8,39,8.533,2.0,none
4.7,B04,-90.19,39,8.533,2.0,shadow
4.7,B05,-78.3,39,8.533,2.0,none
4.7,B06,-86.88,39,8.533,2.0,shadow
4.8,B01,-85.83,37,8.672,2.0,shadow
4.8,B02,-65.44,37,8.672,2.0,none
4.8,B03,-79.42,37,8.672,2.0,none
4.8,B04,-86.71,37,8.672,2.0,shadow
4.8,B05,-82.35,37,8.672,2.0,none
4.8,B06,-90.0,37,8.672,2.0,shadow
4.9,B01,-88.15,38,8.811,2.0,shadow
4.9,B02,-67.53,38,8.811,2.0,none
4.9,B03,-84.62,38,8.811,2.0,none
4.9,B04,-87.08,38,8.811,2.0,shadow
4.9,B05,-80.26,38,8.811,2.0,none
4.9,B06,-85.25,38,8.811,2.0,shadow
5.0,B01,-86.04,39,8.95,2.0,shadow
5.0,B02,-64.71,39,8.95,2.0,none
5.0,B03,-77.74,39,8.95,2.0,none
5.0,B04,-88.74,39,8.95,2.0,shadow
5.0,B05,-80.13,39,8.95,2.0,none
5.0,B06,-89.61,39,8.95,2.0,shadow
5.1,B01,-78.69,37,9.089,2.0,none
5.1,B02,-65.44,37,9.089,2.0,none
5.1,B03,-79.96,37,9.089,2.0,none
5.1,B04,-83.55,37,9.089,2.0,none
5.1,B05,-79.43,37,9.089,2.0,none
5.1,B06,-80.31,37,9.089,2.0,none
5.2,B01,-80.33,38,9.228,2.0,none
5.2,B02,-66.94,38,9.228,2.0,none
5.2,B03,-77.72,38,9.228,2.0,none
5.2,B04,-80.69,38,9.228,2.0,none
5.2,B05,-76.97,38,9.228,2.0,none
5.2,B06,-80.15,38,9.228,2.0,none
5.3,B01,-80.33,39,9.367,2.0,none
5.3,B02,-66.84,39,9.367,2.0,none
5.3,B03,-79.16,39,9.367,2.0,none
5.3,B04,-81.59,39,9.367,2.0,none
5.3,B05,-77.19,39,9.367,2.0,none
5.3,B06,-83.16,39,9.367,2.0,none
5.4,B01,-74.27,37,9.506,2.0,none
5.4,B02,-65.15,37,9.506,2.0,none
5.4,B03,-76.51,37,9.506,2.0,none
5.4,B04,-83.75,37,9.506,2.0,none
5.4,B05,-78.11,37,9.506,2.0,none
5.4,B06,-85.52,37,9.506,2.0,none
5.5,B01,-81.89,38,9.645,2.0,multipath
5.5,B02,-64.73,38,9.645,2.0,none
5.5,B03,-80.13,38,9.645,2.0,none
5.5,B04,-83.64,38,9.645,2.0,none
5.5,B05,-81.05,38,9.645,2.0,none
5.5,B06,-82.22,38,9.645,2.0,none
5.6,B01,-79.69,39,9.784,2.0,none
5.6,B02,-63.67,39,9.784,2.0,none
5.6,B03,-81.42,39,9.784,2.0,none
5.6,B04,-76.85,39,9.784,2.0,none
5.6,B05,-79.22,39,9.784,2.0,none
5.6,B06,-77.99,39,9.784,2.0,none
5.7,B01,-79.84,37,9.923,2.0,none
5.7,B02,-64.04,37,9.923,2.0,none
5.7,B03,-80.25,37,9.923,2.0,none
5.7,B04,-78.56,37,9.923,2.0,none
5.7,B05,-77.63,37,9.923,2.0,none
5.7,B06,-83.48,37,9.923,2.0,none
5.8,B01,-83.6,38,10.062,2.0,multipath
5.8,B02,-65.71,38,10.062,2.0,none
5.8,B03,-78.38,38,10.062,2.0,none
5.8,B04,-82.7,38,10.062,2.0,none
5.8,B05,-79.68,38,10.062,2.0,none
5.8,B06,-79.55,38,10.062,2.0,none
5.9,B01,-77.11,39,10.201,2.0,none
5.9,B02,-65.02,39,10.201,2.0,none
5.9,B03,-80.79,39,10.201,2.0,none
5.9,B04,-90.33,39,10.201,2.0,multipath
5.9,B05,-78.32,39,10.201,2.0,none
5.9,B06,-81.33,39,10.201,2.0,none
6.0,B01,-80.08,37,10.34,2.0,none
6.0,B02,-66.22,37,10.34,2.0,none
6.0,B03,-82.25,37,10.34,2.0,none
6.0,B04,-78.47,37,10.34,2.0,none
6.0,B05,-76.36,37,10.34,2.0,none
6.0,B06,-83.22,37,10.34,2.0,none
6.1,B01,-79.67,38,10.479,2.0,none
6.1,B02,-65.85,38,10.479,2.0,none
6.1,B03,-79.63,38,10.479,2.0,none
6.1,B04,-84.39,38,10.479,2.0,none
6.1,B05,-74.45,38,10.479,2.0,none
6.1,B06,-82.28,38,10.479,2.0,none
6.2,B01,-78.26,39,10.618,2.0,none
6.2,B02,-65.83,39,10.618,2.0,none
6.2,B03,-78.1,39,10.618,2.0,none
6.2,B04,-79.17,39,10.618,2.0,none
6.2,B05,-78.85,39,10.618,2.0,none
6.2,B06,-78.76,39,10.618,2.0,none
6.3,B01,-81.12,37,10.757,2.0,none
6.3,B02,-64.27,37,10.757,2.0,none
6.3,B03,-75.72,37,10.757,2.0,none
6.3,B04,-80.84,37,10.757,2.0,none
6.3,B05,-80.36,37,10.757,2.0,none
6.3,B06,-83.52,37,10.757,2.0,none
6.4,B01,-80.63,38,10.896,2.0,none
6.4,B02,-67.11,38,10.896,2.0,none
6.4,B03,-77.77,38,10.896,2.0,none
6.4,B04,-82.8,38,10.896,2.0,none
6.4,B05,-80.55,38,10.896,2.0,none
6.4,B06,-84.06,38,10.896,2.0,none
6.5,B01,-81.29,39,11.035,2.0,none
6.5,B02,-66.15,39,11.035,2.0,none
6.5,B03,-76.87,39,11.035,2.0,none
6.5,B04,-81.75,39,11.035,2.0,none
6.5,B05,-77.78,39,11.035,2.0,none
6.5,B06,-79.09,39,11.035,2.0,none
6.6,B01,-79.32,37,11.174,2.0,none
6.6,B02,-69.22,37,11.174,2.0,none
6.6,B03,-78.65,37,11.174,2.0,none
6.6,B04,-85.24,37,11.174,2.0,none
6.6,B05,-78.85,37,11.174,2.0,none
6.6,B06,-84.92,37,11.174,2.0,none
6.7,B01,-80.38,38,11.313,2.0,none
6.7,B02,-70.82,38,11.313,2.0,multipath
6.7,B03,-79.45,38,11.313,2.0,none
6.7,B04,-80.62,38,11.313,2.0,none
6.7,B05,-81.09,38,11.313,2.0,none
6.7,B06,-83.12,38,11.313,2.0,none
6.8,B01,-82.6,39,11.452,2.0,none
6.8,B02,-66.92,39,11.452,2.0,none
6.8,B03,-79.78,39,11.452,2.0,none
6.8,B04,-86.84,39,11.452,2.0,none
6.8,B05,-85.04,39,11.452,2.0,multipath
6.8,B06,-84.93,39,11.452,2.0,none
6.9,B01,-78.81,37,11.591,2.0,none
6.9,B02,-72.61,37,11.591,2.0,multipath
6.9,B03,-78.89,37,11.591,2.0,none
6.9,B04,-84.3,37,11.591,2.0,none
6.9,B05,-78.67,37,11.591,2.0,none
6.9,B06,-82.28,37,11.591,2.0,none
7.0,B01,-85.18,38,11.73,2.0,multipath
7.0,B02,-65.91,38,11.73,2.0,none
7.0,B03,-77.77,38,11.73,2.0,none
7.0,B04,-83.65,38,11.73,2.0,multipath
7.0,B05,-79.69,38,11.73,2.0,none
7.0,B06,-81.04,38,11.73,2.0,none
7.1,B01,-79.98,39,11.869,2.0,none
7.1,B02,-69.95,39,11.869,2.0,none
7.1,B03,-73.27,39,11.869,2.0,none
7.1,B04,-82.31,39,11.869,2.0,none
7.1,B05,-75.57,39,11.869,2.0,none
7.1,B06,-81.43,39,11.869,2.0,none
7.2,B01,-79.22,37,12.008,2.0,none
7.2,B02,-67.43,37,12.008,2.0,none
7.2,B03,-77.08,37,12.008,2.0,none
7.2,B04,-85.16,37,12.008,2.0,none
7.2,B05,-77.42,37,12.008,2.0,none
7.2,B06,-81.63,37,12.008,2.0,none
7.3,B01,-90.05,38,12.147,2.0,multipath
7.3,B02,-66.08,38,12.147,2.0,none
7.3,B03,-73.13,38,12.147,2.0,none
7.3,B04,-81.46,38,12.147,2.0,none
7.3,B05,-78.99,38,12.147,2.0,none
7.3,B06,-83.72,38,12.147,2.0,none
7.4,B01,-81.0,39,12.286,2.0,none
7.4,B02,-68.28,39,12.286,2.0,none
7.4,B03,-76.47,39,12.286,2.0,none
7.4,B04,-82.92,39,12.286,2.0,none
7.4,B05,-80.26,39,12.286,2.0,none
7.4,B06,-79.23,39,12.286,2.0,none
7.5,B01,-80.7,37,12.425,2.0,none
7.5,B02,-66.88,37,12.425,2.0,none
7.5,B03,-78.29,37,12.425,2.0,none
7.5,B04,-82.44,37,12.425,2.0,none
7.5,B05,-76.87,37,12.425,2.0,none
7.5,B06,-78.59,37,12.425,2.0,none
7.6,B01,-83.29,38,12.564,2.0,none
7.6,B02,-69.44,38,12.564,2.0,none
7.6,B03,-77.45,38,12.564,2.0,none
7.6,B04,-80.73,38,12.564,2.0,none
7.6,B05,-78.46,38,12.564,2.0,none
7.6,B06,-82.2,38,12.564,2.0,none
7.7,B01,-86.49,39,12.703,2.0,multipath
7.7,B02,-69.4,39,12.703,2.0,none
7.7,B03,-77.71,39,12.703,2.0,none
7.7,B04,-80.95,39,12.703,2.0,none
7.7,B05,-77.54,39,12.703,2.0,none
7.7,B06,-79.68,39,12.703,2.0,none
7.8,B01,-82.93,37,12.842,2.0,none
7.8,B02,-70.46,37,12.842,2.0,none
7.8,B03,-73.02,37,12.842,2.0,none
7.8,B04,-85.17,37,12.842,2.0,none
7.8,B05,-77.76,37,12.842,2.0,none
7.8,B06,-80.94,37,12.842,2.0,none
7.9,B01,-80.06,38,12.981,2.0,none
7.9,B02,-68.05,38,12.981,2.0,none
7.9,B03,-75.0,38,12.981,2.0,none
7.9,B04,-81.37,38,12.981,2.0,none
7.9,B05,-81.15,38,12.981,2.0,none
7.9,B06,-82.56,38,12.981,2.0,none
8.0,B01,-84.59,39,13.12,2.0,none
8.0,B02,-69.38,39,13.12,2.0,none
8.0,B03,-76.39,39,13.12,2.0,none
8.0,B04,-83.31,39,13.12,2.0,none
8.0,B05,-78.26,39,13.12,2.0,none
8.0,B06,-84.95,39,13.12,2.0,multipath
8.1,B01,-81.38,37,13.259,2.0,none
8.1,B02,-68.59,37,13.259,2.0,none
8.1,B03,-75.02,37,13.259,2.0,none
8.1,B04,-82.69,37,13.259,2.0,none
8.1,B05,-80.28,37,13.259,2.0,none
8.1,B06,-79.88,37,13.259,2.0,none
8.2,B01,-79.72,38,13.398,2.0,none
8.2,B02,-71.68,38,13.398,2.0,none
8.2,B03,-75.65,38,13.398,2.0,none
8.2,B04,-84.04,38,13.398,2.0,none
8.2,B05,-79.93,38,13.398,2.0,none
8.2,B06,-79.83,38,13.398,2.0,none
8.3,B01,-89.94,39,13.537,2.0,shadow
8.3,B02,-70.63,39,13.537,2.0,none
8.3,B03,-79.1,39,13.537,2.0,none
8.3,B04,-93.64,39,13.537,2.0,shadow
8.3,B05,-76.33,39,13.537,2.0,none
8.3,B06,-84.84,39,13.537,2.0,shadow
8.4,B01,-87.89,37,13.676,2.0,shadow
8.4,B02,-71.55,37,13.676,2.0,none
8.4,B03,-71.92,37,13.676,2.0,none
8.4,B04,-89.36,37,13.676,2.0,shadow
8.4,B05,-78.38,37,13.676,2.0,none
8.4,B06,-85.75,37,13.676,2.0,shadow
8.5,B01,-83.43,38,13.815,2.0,shadow
8.5,B02,-72.28,38,13.815,2.0,none
8.5,B03,-75.96,38,13.815,2.0,none
8.5,B04,-89.79,38,13.815,2.0,shadow
8.5,B05,-79.35,38,13.815,2.0,none
8.5,B06,-84.01,38,13.815,2.0,shadow
8.6,B01,-90.32,39,13.954,2.0,shadow
8.6,B02,-69.92,39,13.954,2.0,none
8.6,B03,-76.46,39,13.954,2.0,none
8.6,B04,-88.59,39,13.954,2.0,shadow
8.6,B05,-81.87,39,13.954,2.0,none
8.6,B06,-86.52,39,13.954,2.0,shadow
8.7,B01,-86.94,37,14.093,2.0,shadow
8.7,B02,-71.21,37,14.093,2.0,none
8.7,B03,-72.55,37,14.093,2.0,none
8.7,B04,-90.17,37,14.093,2.0,shadow
8.7,B05,-81.17,37,14.093,2.0,none
8.7,B06,-85.92,37,14.093,2.0,shadow
8.8,B01,-83.8,38,14.232,2.0,shadow
8.8,B02,-74.62,38,14.232,2.0,none
8.8,B03,-75.17,38,14.232,2.0,none
8.8,B04,-90.05,38,14.232,2.0,shadow
8.8,B05,-77.44,38,14.232,2.0,none
8.8,B06,-86.53,38,14.232,2.0,shadow
8.9,B01,-89.19,39,14.371,2.0,shadow
8.9,B02,-74.46,39,14.371,2.0,none
8.9,B03,-72.94,39,14.371,2.0,none
8.9,B04,-94.27,39,14.371,2.0,shadow
8.9,B05,-75.14,39,14.371,2.0,none
8.9,B06,-89.1,39,14.371,2.0,shadow
9.0,B01,-87.97,37,14.51,2.0,shadow
9.0,B02,-73.28,37,14.51,2.0,none
9.0,B03,-74.76,37,14.51,2.0,none
9.0,B04,-89.03,37,14.51,2.0,shadow
9.0,B05,-80.69,37,14.51,2.0,none
9.0,B06,-86.35,37,14.51,2.0,shadow
9.1,B01,-90.8,38,14.649,2.0,shadow
9.1,B02,-72.35,38,14.649,2.0,none
9.1,B03,-73.42,38,14.649,2.0,none
9.1,B04,-90.92,38,14.649,2.0,shadow
9.1,B05,-78.33,38,14.649,2.0,none
9.1,B06,-84.45,38,14.649,2.0,shadow
9.2,B01,-90.49,39,14.788,2.0,shadow
9.2,B02,-74.66,39,14.788,2.0,none
9.2,B03,-75.37,39,14.788,2.0,none
9.2,B04,-90.32,39,14.788,2.0,shadow
9.2,B05,-81.36,39,14.788,2.0,none
9.2,B06,-88.18,39,14.788,2.0,shadow
9.3,B01,-86.92,37,14.927,2.0,shadow
9.3,B02,-75.04,37,14.927,2.0,none
9.3,B03,-73.1,37,14.927,2.0,none
9.3,B04,-93.17,37,14.927,2.0,shadow
9.3,B05,-75.04,37,14.927,2.0,none
9.3,B06,-87.07,37,14.927,2.0,shadow
9.4,B01,-87.79,38,15.066,2.0,shadow
9.4,B02,-75.84,38,15.066,2.0,none
9.4,B03,-75.42,38,15.066,2.0,none
