timestamp,x,y,method,n_beacons,shadow_corrected,residual,x_true,y_true
97.5,4.499402575014809,11.252143270003115,nls,6,False,0.5479540688107405,2.5525999999999995,9.991899999999998
98.5,3.596711924230638,10.29732677721812,nls,6,False,0.3558782725132511,2.0,9.154500000000004
99.5,2.841455018733027,9.032011997522499,nls,6,False,0.05853527301003023,2.0,7.7645
100.5,2.2885599953550453,7.94455590213117,nls,6,False,0.18367651687962006,2.0,6.374499999999998
101.5,1.9754355669728592,7.106118632107562,nls,6,False,0.13407619156558734,2.0,4.984499999999997
102.5,1.9616897600954097,5.808945151575802,nls,6,False,0.16351249366682608,2.0,3.5945000000000014
103.5,2.1568265040193606,4.55888154511319,nls,6,False,0.2558442006821725,2.085000000000001,2.2895
104.5,2.415542572866742,4.059358032441583,nls,6,False,0.03879580158107794,3.185499999999999,2.0
105.5,3.5280358268103007,3.348215995247596,nls,6,False,0.06599744331917894,4.575500000000003,2.0
106.5,4.668207307809505,2.4566049189903976,nls,6,False,0.0298120683102365,5.965499999999998,2.0
107.5,5.699450409209504,1.8506611213272888,nls,6,False,0.05885356160585082,7.3554999999999975,2.0
108.5,6.966191336355596,1.4453252134145766,nls,6,False,0.020055466800118465,8.745499999999996,2.0
109.5,8.100980557294548,1.8176327364329161,nls,6,False,0.04105413184442369,10.135499999999992,2.0
110.5,9.110742149293038,1.991376502100223,nls,6,False,0.25410932655257396,11.525499999999996,2.0
111.5,10.985477785114998,2.1078315481741323,nls,6,False,0.2629623079506871,12.915500000000018,2.0
112.5,12.507042451221707,2.0651211691445175,nls,6,False,0.09434135904929998,14.305500000000006,2.0
113.5,13.822529513734208,1.7417762850733705,nls,6,False,0.07037467125305256,15.695500000000004,2.0
114.5,15.197053919695303,1.8249979416563118,nls,6,False,0.14360510484288,17.0855,2.0
115.5,16.483861113263014,2.37298851753625,nls,6,False,0.10981811386269191,17.983900000000002,2.4915999999999996
116.5,17.12629515062104,3.119967825058197,nls,6,False,0.1261762071013129,18.0,3.8655
117.5,17.46904236176436,3.9124985304979805,nls,6,False,0.31977969365500825,18.0,5.255499999999999
118.5,17.665240677706354,5.22359578688264,nls,6,False,0.12125336563530865,18.0,6.645500000000002
119.5,17.81283051001541,6.421376970189764,nls,6,False,0.07554335912560128,18.0,8.0355
